Employee ID,Age,Gender,Education Level,Marital Status,Tenure,Job Role,Department,Salary,Work Location,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Churn
E05600,28,Male,Master's,Single,3,Analyst,IT,133175,Remote,2,40,75,0,30,0.83,Average,237,13,48,5.2,0
E05601,39,Male,Bachelor's,Single,4,Developer,IT,98794,Remote,5,2,96,1,19,0.67,Average,203,3,49,3.0,0
E05602,28,Female,Bachelor's,Married,6,Manager,IT,103860,On-site,3,28,7,0,44,0.06,Average,221,17,10,5.9,0
E05603,27,Male,Bachelor's,Single,0,Manager,IT,67708,Remote,2,15,23,0,13,0.72,Good,282,6,0,2.7,0
E05604,43,Female,PhD,Single,7,Analyst,Sales,110030,Remote,5,6,31,0,49,0.11,Average,174,9,3,4.5,1
E05605,22,Male,High School,Married,2,Developer,HR,119484,On-site,3,48,70,0,7,0.4,Average,186,5,45,2.4,0
E05606,25,Male,Bachelor's,Married,6,Manager,Sales,98725,On-site,2,20,24,0,25,0.84,Good,264,2,49,7.8,0
E05607,50,Male,PhD,Married,10,Analyst,IT,59056,Remote,2,45,45,0,43,0.03,Good,250,13,31,7.8,0
E05608,42,Male,PhD,Single,9,Developer,Sales,66397,Remote,1,42,80,0,20,0.63,Average,181,1,4,8.9,1
E05609,47,Female,High School,Single,10,Analyst,IT,115123,On-site,4,13,94,0,22,0.55,Good,294,7,3,5.8,0
E05610,35,Female,High School,Single,2,Manager,IT,140965,On-site,4,38,9,0,5,0.38,Poor,214,19,44,6.7,0
E05611,30,Male,Bachelor's,Single,8,Developer,HR,77507,On-site,3,23,49,0,18,0.21,Good,194,17,48,6.7,0
E05612,33,Female,High School,Single,14,Developer,Marketing,92812,Remote,5,47,55,0,25,0.17,Excellent,193,3,42,2.5,1
E05613,27,Female,Bachelor's,Single,9,Developer,HR,104783,Remote,4,29,71,1,2,0.84,Poor,220,2,47,4.4,0
E05614,41,Male,High School,Single,14,Developer,HR,105872,On-site,5,32,0,0,1,0.11,Good,212,18,32,9.5,0
E05615,45,Male,High School,Married,4,Analyst,HR,58543,Remote,5,21,8,0,48,0.97,Good,252,11,14,3.7,0
E05616,48,Female,Bachelor's,Single,2,Developer,HR,52093,Remote,4,9,47,0,6,0.2,Good,174,11,7,6.3,0
E05617,59,Male,PhD,Single,2,Manager,IT,63650,On-site,4,10,25,0,12,0.72,Average,286,11,32,6.5,1
E05618,29,Male,Bachelor's,Married,12,Analyst,HR,106162,On-site,5,14,9,0,13,0.56,Excellent,298,2,49,7.7,0
E05619,22,Male,Bachelor's,Married,3,Manager,HR,133219,On-site,5,49,89,0,9,0.37,Good,242,2,19,2.9,1
E05620,45,Female,PhD,Married,14,Developer,Sales,107578,On-site,2,47,57,0,28,0.91,Average,289,11,24,9.2,0
E05621,28,Male,Bachelor's,Married,4,Developer,IT,122936,Hybrid,2,29,44,1,27,0.03,Good,292,15,33,9.8,0
E05622,40,Male,Bachelor's,Divorced,4,Sales,HR,97768,On-site,5,13,17,0,19,0.77,Average,299,10,8,5.8,0
E05623,43,Male,Bachelor's,Divorced,7,Sales,Sales,131309,Remote,4,31,58,0,5,0.74,Average,175,6,43,4.8,0
E05624,56,Male,High School,Married,9,Sales,IT,47591,On-site,2,25,56,1,20,0.84,Poor,255,13,15,3.1,0
E05625,51,Male,Bachelor's,Married,5,Manager,HR,64685,On-site,5,20,66,0,9,0.89,Good,190,2,12,4.9,0
E05626,50,Female,Bachelor's,Single,4,Developer,Sales,60770,On-site,5,4,27,0,6,0.46,Average,281,12,5,9.5,0
E05627,43,Male,Bachelor's,Married,1,Analyst,HR,32779,On-site,3,46,80,0,2,0.68,Average,220,1,9,1.8,0
E05628,32,Female,High School,Married,13,Developer,IT,40241,On-site,3,11,14,0,11,0.58,Average,272,15,27,4.4,0
E05629,41,Male,Bachelor's,Divorced,4,Analyst,Sales,43388,On-site,5,28,34,0,46,0.59,Poor,173,4,37,8.4,1
E05630,50,Female,Bachelor's,Married,6,Manager,Marketing,33042,On-site,5,20,41,0,18,0.02,Good,154,11,12,7.7,0
E05631,55,Female,High School,Divorced,10,Developer,IT,99086,On-site,5,24,24,0,42,0.96,Average,231,16,49,6.2,0
E05632,22,Male,High School,Married,2,Sales,Sales,143514,Hybrid,2,15,12,0,26,0.16,Average,230,12,10,8.0,0
E05633,52,Female,Master's,Divorced,13,Developer,HR,146173,On-site,1,30,65,0,44,0.41,Good,168,7,26,7.5,1
E05634,51,Male,Bachelor's,Single,11,Analyst,HR,34494,Remote,2,19,98,0,16,0.7,Excellent,192,17,21,6.6,0
E05635,39,Female,High School,Single,13,Sales,Sales,140404,On-site,5,30,56,0,19,0.21,Average,174,15,25,6.8,0
E05636,38,Male,Bachelor's,Married,6,Analyst,Marketing,31062,On-site,2,10,60,0,10,0.12,Good,258,12,29,4.1,0
E05637,59,Other,High School,Married,12,Sales,IT,132945,Remote,1,31,85,0,22,0.9,Poor,153,5,45,6.2,0
E05638,35,Female,Master's,Single,0,Developer,IT,104469,On-site,1,47,81,0,26,0.58,Average,182,14,20,3.1,0
E05639,44,Female,Master's,Married,12,Developer,Sales,109937,Hybrid,1,7,84,0,38,0.13,Poor,180,12,8,9.4,0
E05640,46,Female,Bachelor's,Married,5,Developer,HR,47836,On-site,5,22,10,0,29,0.87,Good,240,0,45,5.4,0
E05641,36,Male,Master's,Single,14,Developer,IT,47760,On-site,4,7,56,0,28,0.19,Good,244,16,11,7.3,0
E05642,43,Female,High School,Married,0,Developer,Marketing,46766,Hybrid,4,1,42,0,36,0.66,Poor,196,10,14,1.4,0
E05643,24,Female,Master's,Divorced,14,Manager,IT,59722,Remote,4,26,46,0,1,0.86,Poor,238,3,17,6.8,0
E05644,40,Female,High School,Married,6,Developer,Sales,30066,Remote,3,35,41,1,0,0.62,Good,238,16,6,6.5,0
E05645,55,Male,Bachelor's,Married,5,Manager,HR,50287,On-site,4,34,3,0,18,0.01,Average,297,15,28,4.0,0
E05646,56,Female,Master's,Single,12,Developer,HR,108323,On-site,5,22,61,1,24,0.65,Good,204,10,25,9.1,0
E05647,22,Male,Bachelor's,Married,9,Developer,IT,138417,On-site,5,40,24,0,4,0.57,Average,256,3,21,9.0,0
E05648,42,Female,PhD,Divorced,10,Analyst,IT,116770,Hybrid,3,47,33,0,25,0.53,Poor,288,13,40,3.1,1
E05649,50,Male,High School,Married,14,Developer,IT,31435,Hybrid,5,12,55,0,38,0.31,Average,217,1,26,7.7,0
E05650,27,Male,Bachelor's,Single,14,Analyst,Sales,129957,On-site,5,30,68,0,24,0.63,Average,280,11,33,2.5,0
E05651,58,Female,High School,Married,0,Analyst,Sales,109837,On-site,3,44,40,0,39,0.02,Average,152,4,44,7.8,0
E05652,22,Male,Bachelor's,Divorced,8,Manager,Sales,69592,On-site,3,29,32,0,34,0.52,Good,246,11,37,4.9,0
E05653,22,Female,High School,Single,4,Analyst,Sales,51873,Remote,3,5,43,0,6,0.33,Average,154,16,44,9.8,0
E05654,48,Female,High School,Married,10,Manager,IT,87942,Remote,5,19,70,0,1,0.05,Good,172,7,10,5.8,1
E05655,42,Male,Bachelor's,Single,6,Analyst,Marketing,39824,On-site,3,25,91,0,42,0.26,Average,216,8,21,5.0,0
E05656,37,Male,Master's,Married,11,Analyst,IT,88803,On-site,1,35,83,0,26,0.84,Average,162,0,31,5.0,0
E05657,47,Female,High School,Married,0,Manager,IT,121917,On-site,2,18,73,0,15,0.26,Average,181,0,35,5.9,0
E05658,37,Male,Master's,Divorced,10,Analyst,Sales,103788,On-site,3,21,29,0,32,0.47,Average,286,5,11,1.8,0
E05659,49,Female,High School,Married,10,Developer,IT,107773,On-site,3,11,66,0,46,0.57,Good,218,5,17,3.8,0
E05660,22,Female,High School,Married,7,Developer,IT,68961,On-site,3,2,27,0,19,0.29,Poor,187,18,8,8.7,0
E05661,57,Male,Bachelor's,Married,7,Analyst,Sales,33596,On-site,3,4,94,0,18,0.54,Average,197,18,10,8.9,1
E05662,31,Male,PhD,Single,14,Developer,IT,100851,Remote,2,4,39,0,38,0.96,Poor,245,0,36,6.5,0
E05663,38,Male,High School,Married,8,Manager,Sales,86689,On-site,5,42,30,0,33,0.18,Poor,172,3,17,6.6,1
E05664,44,Female,High School,Married,1,Developer,Sales,137794,Hybrid,4,22,65,0,4,0.89,Poor,161,3,28,1.2,0
E05665,28,Male,Master's,Single,5,Developer,Marketing,48647,On-site,1,13,94,0,22,0.56,Average,273,15,29,6.8,0
E05666,28,Male,Bachelor's,Single,9,Manager,IT,117331,On-site,5,48,17,0,46,0.78,Good,170,14,13,5.1,0
E05667,36,Female,Master's,Married,4,Analyst,IT,123509,On-site,3,38,9,0,28,0.6,Poor,185,16,33,9.4,0
E05668,55,Female,Bachelor's,Single,14,Developer,Sales,95291,On-site,5,6,31,0,3,0.31,Good,176,13,17,9.5,0
E05669,25,Male,Bachelor's,Single,5,Manager,IT,140408,On-site,1,34,71,0,43,0.57,Good,197,10,32,8.6,0
E05670,35,Male,Bachelor's,Divorced,13,Analyst,HR,40764,Remote,5,37,84,0,21,0.43,Average,276,19,8,1.3,1
E05671,35,Female,Bachelor's,Married,4,Developer,HR,118599,Hybrid,5,13,84,0,14,0.59,Good,269,14,43,3.9,0
E05672,37,Female,Master's,Married,10,Developer,HR,79325,On-site,3,16,42,0,29,0.57,Good,254,15,49,8.6,1
E05673,28,Female,Master's,Single,14,Analyst,Sales,83006,On-site,2,6,45,1,27,0.68,Average,264,17,15,4.1,0
E05674,53,Female,Bachelor's,Divorced,0,Developer,Sales,146141,Remote,4,19,84,0,41,0.73,Good,291,0,6,6.0,0
E05675,40,Female,Master's,Married,1,Developer,IT,41121,On-site,5,33,94,0,23,0.55,Poor,266,1,2,10.0,0
E05676,23,Female,Bachelor's,Married,2,Analyst,HR,106381,On-site,2,29,26,0,46,0.81,Average,164,11,38,4.6,0
E05677,31,Female,Bachelor's,Single,6,Analyst,IT,96143,On-site,4,49,92,0,49,0.69,Average,287,8,5,7.8,0
E05678,38,Female,Bachelor's,Married,9,Developer,IT,44303,On-site,1,39,77,0,29,0.25,Good,164,4,2,5.9,0
E05679,58,Female,Bachelor's,Married,8,Analyst,IT,103697,On-site,1,12,8,0,43,0.94,Good,155,9,14,7.5,0
E05680,33,Male,High School,Married,1,Developer,HR,124242,On-site,5,5,10,0,12,0.07,Good,168,11,2,6.9,1
E05681,27,Male,Bachelor's,Married,11,Analyst,Marketing,118977,On-site,4,26,70,0,12,0.63,Average,225,3,41,8.8,0
E05682,43,Female,Bachelor's,Single,14,Analyst,Sales,87298,On-site,1,17,4,0,11,0.61,Average,161,5,22,1.3,0
E05683,53,Male,Master's,Divorced,12,Analyst,IT,89121,On-site,3,23,71,0,23,0.44,Poor,237,16,0,2.3,0
E05684,41,Female,Master's,Divorced,13,Sales,Sales,119806,On-site,2,31,58,0,30,0.48,Excellent,156,11,24,1.7,0
E05685,22,Male,Bachelor's,Married,9,Developer,IT,147528,Hybrid,5,38,66,0,26,0.78,Average,162,4,42,4.8,0
E05686,27,Female,High School,Single,0,Developer,Sales,114759,Remote,1,25,32,0,45,0.72,Average,184,2,32,1.3,0
E05687,40,Male,Bachelor's,Married,14,Developer,Sales,102581,Hybrid,2,33,82,1,41,0.41,Average,227,1,3,2.2,0
E05688,39,Female,Master's,Married,0,Manager,IT,74195,On-site,3,20,46,0,25,0.21,Average,263,14,44,2.0,0
E05689,27,Female,Bachelor's,Married,3,Developer,IT,47801,Remote,5,27,31,1,44,0.06,Average,291,10,32,1.9,0
E05690,54,Male,Bachelor's,Married,8,Analyst,IT,90683,Remote,5,4,40,0,20,0.72,Good,150,2,32,5.1,0
E05691,44,Female,PhD,Single,3,Developer,IT,108227,Remote,1,41,8,0,47,0.7,Average,288,9,0,6.0,0
E05692,44,Male,Bachelor's,Married,2,Developer,Sales,65876,Remote,5,17,10,0,13,0.28,Average,159,2,39,2.8,0
E05693,47,Male,Bachelor's,Married,9,Manager,IT,92959,On-site,2,7,34,0,37,0.95,Good,227,9,23,2.2,0
E05694,34,Male,Bachelor's,Divorced,7,Developer,IT,143774,On-site,4,42,11,0,35,0.65,Good,187,9,31,1.7,0
E05695,28,Male,Bachelor's,Single,8,Developer,HR,71447,On-site,2,47,11,0,49,0.67,Poor,246,0,44,8.0,0
E05696,36,Other,Master's,Single,4,Analyst,Sales,60944,Remote,3,33,97,0,9,0.56,Excellent,157,8,44,4.6,0
E05697,48,Male,Bachelor's,Married,1,Developer,HR,80472,On-site,5,21,49,0,34,0.65,Good,210,16,26,2.2,1
E05698,47,Female,Bachelor's,Single,14,Developer,IT,128059,Remote,3,22,50,0,13,1.0,Average,280,6,4,9.9,0
E05699,54,Male,Bachelor's,Married,3,Developer,IT,144528,Hybrid,3,8,35,0,16,0.8,Average,286,16,42,1.9,0
E05700,36,Female,Bachelor's,Single,9,Manager,IT,116344,On-site,5,26,97,0,1,0.42,Poor,162,6,47,5.5,0
E05701,57,Male,Bachelor's,Married,7,Analyst,IT,128400,Remote,4,13,29,0,25,0.19,Good,155,18,28,5.3,0
E05702,48,Female,High School,Married,1,Sales,Marketing,45807,Hybrid,2,19,40,1,16,0.75,Average,271,10,40,5.9,0
E05703,26,Female,Bachelor's,Married,8,Developer,IT,59853,Hybrid,3,25,2,0,32,0.88,Good,185,2,27,9.3,1
E05704,23,Female,Bachelor's,Divorced,12,Developer,IT,88861,Remote,2,40,97,0,47,0.52,Good,283,1,10,5.6,1
E05705,54,Male,High School,Single,10,Analyst,IT,133440,On-site,3,6,48,0,0,0.92,Poor,164,12,39,4.2,0
E05706,37,Female,Bachelor's,Single,12,Manager,Sales,35666,On-site,5,23,54,0,41,0.56,Average,180,15,29,5.9,1
E05707,44,Male,PhD,Married,13,Sales,HR,85631,On-site,5,8,31,0,36,0.22,Average,284,15,23,8.2,0
E05708,59,Male,Bachelor's,Married,11,Manager,Sales,38615,Hybrid,5,42,78,0,47,0.43,Average,213,3,25,4.4,0
E05709,37,Male,PhD,Married,13,Sales,Sales,44738,Remote,5,6,7,0,1,0.42,Average,296,15,1,9.1,0
E05710,35,Male,High School,Single,14,Manager,Marketing,48235,On-site,5,36,50,0,13,0.17,Good,204,18,33,2.7,0
E05711,50,Male,Master's,Divorced,12,Manager,IT,136926,Hybrid,2,3,48,0,30,0.69,Average,279,6,15,9.1,1
E05712,47,Female,High School,Married,4,Analyst,IT,31917,On-site,3,10,72,1,43,0.84,Good,247,0,1,7.2,1
E05713,56,Male,Bachelor's,Single,11,Developer,Sales,75953,Remote,1,3,89,0,42,0.21,Excellent,206,15,11,7.5,0
E05714,36,Male,Bachelor's,Married,14,Developer,HR,131061,Remote,4,27,62,0,27,0.77,Average,261,13,6,8.5,0
E05715,24,Male,Bachelor's,Single,6,Sales,Sales,123097,On-site,1,48,21,0,40,0.15,Average,200,5,13,6.8,1
E05716,44,Female,Master's,Single,4,Analyst,HR,49948,On-site,3,26,37,0,17,0.33,Average,186,14,31,2.1,0
E05717,50,Female,Bachelor's,Single,2,Manager,HR,146155,On-site,2,16,93,0,15,0.74,Poor,185,14,6,1.0,0
E05718,55,Male,Bachelor's,Single,1,Developer,Marketing,83258,Remote,3,39,32,0,10,0.4,Poor,154,10,35,8.8,0
E05719,54,Female,Master's,Single,2,Developer,Marketing,55416,On-site,4,5,13,0,7,0.01,Poor,239,8,34,9.9,1
E05720,44,Female,Bachelor's,Married,13,Analyst,IT,51018,On-site,3,16,68,0,34,0.81,Average,298,7,17,7.2,0
E05721,28,Male,Bachelor's,Married,1,Manager,HR,45629,Hybrid,5,42,9,0,18,0.22,Average,202,15,31,5.6,0
E05722,24,Female,High School,Married,1,Analyst,HR,113554,On-site,1,11,43,0,47,0.86,Average,238,18,12,8.0,0
E05723,53,Female,Bachelor's,Single,12,Developer,IT,30125,Remote,4,39,24,0,31,0.25,Average,194,16,9,2.5,1
E05724,52,Female,Master's,Divorced,1,Analyst,IT,128003,On-site,4,0,83,0,7,0.25,Excellent,187,6,46,5.4,0
E05725,39,Male,High School,Married,11,Developer,HR,92394,On-site,1,28,51,0,43,0.88,Good,156,2,11,9.8,0
E05726,28,Male,High School,Divorced,10,Analyst,Marketing,118185,Hybrid,2,25,74,0,45,0.35,Average,157,15,2,7.7,0
E05727,22,Male,High School,Single,1,Developer,IT,95887,On-site,1,7,50,0,34,0.67,Excellent,179,0,21,5.3,0
E05728,35,Female,Bachelor's,Married,7,Manager,Sales,71327,On-site,1,29,50,0,11,0.36,Average,254,17,19,6.6,0
E05729,53,Female,Bachelor's,Single,12,Analyst,IT,87735,On-site,1,29,33,0,49,0.54,Average,230,14,8,2.5,0
E05730,27,Male,High School,Married,4,Developer,HR,143738,On-site,2,3,15,1,44,0.77,Average,269,1,9,7.6,0
E05731,31,Male,Bachelor's,Single,12,Developer,IT,30449,Hybrid,4,23,67,0,17,0.92,Average,226,5,43,6.6,1
E05732,28,Female,Master's,Single,8,Analyst,IT,37172,On-site,3,25,56,0,31,0.65,Good,249,14,49,6.5,1
E05733,47,Female,Bachelor's,Married,10,Sales,Sales,98604,On-site,1,7,99,0,25,0.38,Average,233,12,49,8.4,0
E05734,55,Female,Bachelor's,Married,12,Developer,Marketing,43469,Hybrid,2,30,52,0,37,0.39,Average,225,12,1,4.3,1
E05735,51,Female,High School,Married,14,Analyst,IT,144923,On-site,3,17,51,0,5,0.16,Average,298,4,24,2.8,0
E05736,57,Female,Master's,Single,11,Developer,Sales,135960,Remote,3,33,27,0,12,0.57,Good,186,5,43,9.9,0
E05737,42,Male,Bachelor's,Married,4,Developer,HR,85498,Remote,4,32,73,1,6,0.84,Good,234,17,47,3.3,0
E05738,38,Male,PhD,Divorced,0,Developer,IT,36863,On-site,5,39,87,0,35,0.13,Average,170,16,6,3.6,0
E05739,54,Male,PhD,Married,7,Sales,IT,54344,On-site,3,8,47,0,6,0.26,Poor,273,14,2,4.9,0
E05740,31,Female,Master's,Married,2,Developer,Sales,50841,Remote,1,19,72,0,47,0.02,Average,219,1,4,3.9,1
E05741,33,Male,High School,Married,9,Analyst,IT,129096,On-site,3,39,5,0,11,0.53,Poor,262,4,16,6.2,0
E05742,37,Male,Bachelor's,Single,10,Developer,IT,97914,On-site,5,46,36,0,34,0.06,Average,282,3,23,5.6,0
E05743,53,Male,High School,Single,9,Developer,Marketing,85869,Remote,5,45,9,0,1,0.58,Average,298,1,6,3.0,0
E05744,36,Male,Master's,Single,14,Developer,IT,73328,Remote,4,1,60,0,2,0.28,Good,196,6,45,4.9,0
E05745,48,Female,Master's,Married,1,Analyst,IT,35856,Hybrid,2,42,94,0,36,0.8,Poor,273,16,14,4.9,1
E05746,49,Male,PhD,Married,12,Sales,Sales,132656,On-site,4,38,99,0,20,0.53,Excellent,288,16,30,5.5,0
E05747,38,Male,Bachelor's,Married,5,Developer,HR,81575,On-site,5,20,40,0,29,0.48,Poor,162,7,12,5.9,0
E05748,23,Female,Bachelor's,Single,3,Developer,HR,43486,Hybrid,2,13,51,0,26,0.23,Average,162,11,36,6.2,1
E05749,57,Male,Bachelor's,Married,3,Analyst,IT,130680,Remote,4,29,33,0,26,0.93,Average,191,10,3,2.0,0
E05750,28,Female,Bachelor's,Single,13,Developer,Marketing,133706,Remote,1,41,8,0,10,0.95,Good,291,15,10,3.2,0
E05751,34,Female,Bachelor's,Married,12,Analyst,IT,40533,On-site,3,45,28,0,17,0.75,Average,189,17,34,4.1,1
E05752,36,Female,Bachelor's,Single,8,Developer,IT,57026,On-site,1,16,40,0,6,0.31,Average,299,4,13,4.9,0
E05753,46,Female,Master's,Married,9,Manager,IT,67584,On-site,1,32,0,0,1,0.79,Poor,259,5,17,7.6,0
E05754,44,Male,Bachelor's,Married,13,Developer,HR,78779,Remote,3,10,63,0,25,0.72,Average,165,5,7,4.9,0
E05755,43,Female,Master's,Single,11,Analyst,Sales,128881,Remote,3,41,11,0,7,0.21,Average,273,18,32,3.1,0
E05756,47,Male,Master's,Single,7,Developer,IT,35319,Hybrid,5,47,22,0,23,0.08,Excellent,222,14,8,7.6,0
E05757,54,Male,Bachelor's,Married,2,Developer,IT,139600,On-site,3,36,0,0,0,0.19,Average,168,4,26,4.1,0
E05758,32,Male,Bachelor's,Single,8,Manager,HR,138027,On-site,1,7,94,0,47,0.87,Average,287,7,47,9.1,0
E05759,31,Male,Bachelor's,Married,12,Analyst,Marketing,82364,Remote,3,3,24,0,46,0.16,Poor,162,19,47,8.9,0
E05760,46,Female,Bachelor's,Married,0,Sales,IT,83290,Remote,5,38,37,1,31,0.79,Good,281,10,35,9.3,0
E05761,58,Male,High School,Single,14,Developer,HR,148420,On-site,2,41,3,0,34,0.32,Poor,278,0,20,2.2,0
E05762,59,Female,Bachelor's,Married,14,Analyst,Sales,65538,On-site,4,10,42,0,17,0.72,Poor,228,14,47,5.1,1
E05763,45,Male,PhD,Divorced,11,Sales,Sales,118481,On-site,1,20,89,0,33,0.9,Good,215,2,35,8.7,0
E05764,54,Male,High School,Married,13,Developer,Sales,51277,On-site,3,3,60,0,36,0.79,Average,211,7,18,8.7,1
E05765,38,Female,Bachelor's,Divorced,6,Analyst,IT,109123,Remote,2,46,31,0,46,0.54,Poor,205,15,17,4.6,0
E05766,45,Male,Master's,Single,14,Developer,HR,131457,Remote,4,42,27,0,6,0.0,Average,199,1,13,2.3,0
E05767,58,Female,Bachelor's,Married,6,Analyst,IT,134055,Remote,4,12,32,0,22,0.14,Poor,198,14,25,8.1,1
E05768,23,Male,Bachelor's,Married,12,Manager,Sales,133174,On-site,4,30,26,0,16,0.78,Average,196,9,2,5.7,1
E05769,53,Male,Master's,Married,11,Developer,IT,94708,Remote,1,3,0,0,5,0.1,Excellent,190,11,34,4.0,0
E05770,45,Male,Bachelor's,Single,1,Manager,IT,73784,Hybrid,4,15,7,0,9,0.97,Poor,166,6,37,8.2,1
E05771,30,Female,High School,Single,6,Analyst,IT,94510,Hybrid,1,39,84,1,23,0.97,Good,226,1,31,3.3,0
E05772,25,Male,PhD,Single,6,Developer,Marketing,114012,On-site,1,48,22,0,42,0.29,Average,212,11,3,1.8,0
E05773,38,Male,Bachelor's,Divorced,14,Sales,Sales,92766,On-site,5,41,31,0,44,0.03,Good,228,15,46,2.2,0
E05774,38,Male,Bachelor's,Married,8,Manager,IT,38817,Hybrid,4,21,2,0,27,0.75,Average,285,18,3,8.8,0
E05775,51,Female,Bachelor's,Divorced,5,Analyst,IT,140080,On-site,3,29,43,0,30,0.19,Good,266,12,12,3.2,0
E05776,32,Female,High School,Single,9,Developer,IT,138515,Remote,2,15,53,1,35,0.73,Average,156,9,23,4.5,1
E05777,42,Female,PhD,Single,10,Developer,IT,142364,Hybrid,1,3,5,0,30,0.33,Good,228,14,8,6.1,1
E05778,42,Male,Master's,Single,9,Sales,Sales,48253,On-site,1,49,69,1,32,0.37,Average,230,19,22,2.1,0
E05779,39,Female,High School,Married,8,Manager,Sales,62071,On-site,5,24,48,1,31,0.6,Average,196,17,8,4.9,0
E05780,50,Female,PhD,Married,2,Developer,Sales,109668,On-site,1,38,58,1,10,0.16,Average,230,5,48,9.0,0
E05781,45,Female,Master's,Single,7,Manager,Marketing,44372,Hybrid,1,41,56,1,10,0.97,Average,210,8,49,6.7,0
E05782,31,Female,Bachelor's,Divorced,3,Developer,IT,139587,Remote,3,44,88,0,3,0.04,Good,194,1,49,2.1,1
E05783,38,Female,Bachelor's,Single,13,Manager,Sales,74382,On-site,1,47,60,0,5,0.95,Average,281,15,26,5.8,0
E05784,39,Male,High School,Married,10,Developer,Sales,130294,On-site,2,22,55,0,31,0.3,Average,212,1,8,8.0,0
E05785,41,Female,Bachelor's,Married,0,Manager,HR,50665,On-site,2,45,40,0,25,0.67,Excellent,291,12,28,5.6,0
E05786,58,Female,High School,Single,6,Developer,Marketing,130983,On-site,3,44,13,0,31,1.0,Poor,252,7,33,5.6,0
E05787,39,Male,Bachelor's,Single,12,Analyst,Marketing,43352,On-site,5,1,82,0,38,0.24,Good,228,4,44,8.5,0
E05788,38,Male,Bachelor's,Single,2,Developer,Sales,45269,On-site,3,31,76,0,41,0.48,Average,235,4,21,1.9,0
E05789,30,Female,Master's,Single,3,Developer,IT,38491,On-site,2,2,36,0,28,0.02,Average,266,17,38,3.9,0
E05790,35,Male,Master's,Divorced,2,Analyst,IT,112154,Remote,3,20,40,0,4,0.21,Good,212,4,9,10.0,0
E05791,50,Female,Bachelor's,Divorced,5,Analyst,Marketing,38078,On-site,3,7,29,0,2,0.14,Good,179,17,17,8.4,0
E05792,52,Male,Master's,Married,9,Manager,IT,141472,Hybrid,4,38,91,0,47,0.75,Poor,177,18,46,3.3,0
E05793,25,Male,Bachelor's,Married,12,Manager,Sales,61614,On-site,4,3,41,0,31,0.69,Good,151,19,48,7.4,0
E05794,39,Male,Bachelor's,Single,0,Analyst,Sales,111314,On-site,3,26,35,0,40,0.49,Poor,200,18,16,3.5,0
E05795,41,Male,High School,Single,12,Developer,Sales,145792,On-site,1,35,55,0,13,0.0,Poor,222,18,37,8.3,1
E05796,30,Male,Master's,Married,9,Developer,IT,105802,Hybrid,3,47,70,0,23,0.21,Average,241,2,7,8.0,0
E05797,34,Male,Master's,Married,14,Developer,HR,141636,On-site,5,47,82,0,32,0.68,Excellent,258,16,30,8.0,0
E05798,36,Female,Master's,Married,12,Manager,Sales,69207,Remote,3,8,77,0,33,0.01,Average,296,5,42,1.5,0
E05799,48,Other,Master's,Married,14,Analyst,HR,129061,On-site,2,7,25,0,30,0.58,Average,273,7,49,9.3,0
E05800,36,Male,Bachelor's,Married,6,Developer,Sales,41819,Hybrid,5,13,83,0,49,0.16,Good,223,9,24,8.3,0
E05801,49,Female,Master's,Single,9,Analyst,Sales,149660,On-site,2,48,13,0,24,0.58,Average,154,4,21,4.0,1
E05802,58,Female,Bachelor's,Married,13,Manager,IT,57481,Hybrid,5,37,38,0,8,0.79,Good,244,8,34,5.5,0
E05803,40,Female,High School,Married,7,Analyst,IT,66011,Remote,5,2,95,0,23,0.87,Average,243,18,20,8.3,0
E05804,47,Female,Bachelor's,Married,2,Analyst,Sales,88116,Remote,2,44,59,0,37,0.43,Good,173,16,12,10.0,0
E05805,47,Male,Bachelor's,Married,8,Manager,IT,134288,Remote,3,9,93,0,5,0.6,Average,165,0,39,9.6,0
E05806,46,Male,Bachelor's,Single,1,Developer,IT,145067,On-site,5,32,27,0,36,0.53,Good,181,2,16,6.6,0
E05807,47,Male,High School,Single,14,Analyst,Marketing,61664,Remote,1,17,43,0,48,0.54,Good,156,12,5,5.7,0
E05808,47,Male,High School,Married,9,Sales,HR,119796,On-site,2,37,44,0,48,0.39,Average,170,15,44,3.1,0
E05809,49,Female,Bachelor's,Married,10,Developer,Marketing,141323,On-site,2,26,17,0,39,0.79,Poor,279,13,33,4.2,0
E05810,39,Male,High School,Married,9,Developer,IT,123332,On-site,3,29,29,0,13,0.34,Poor,188,19,39,1.3,0
E05811,53,Female,High School,Married,8,Analyst,Sales,77623,Hybrid,3,9,69,0,38,0.59,Average,158,1,12,6.6,0
E05812,24,Female,Bachelor's,Married,11,Analyst,IT,33905,On-site,5,39,69,0,19,0.46,Poor,248,15,14,3.9,1
E05813,23,Female,PhD,Single,4,Analyst,IT,39078,On-site,2,39,2,0,29,0.34,Average,192,4,0,4.3,0
E05814,54,Female,Master's,Single,5,Analyst,Marketing,78292,On-site,3,13,6,0,6,0.37,Good,218,7,17,3.2,0
E05815,40,Male,Bachelor's,Single,13,Sales,IT,106685,Hybrid,2,46,33,0,22,0.43,Good,216,4,10,1.6,0
E05816,38,Female,PhD,Single,1,Manager,IT,73425,Hybrid,1,6,81,0,40,0.41,Good,270,6,48,7.8,0
